Date,Open,High,Low,Close
03/31/2017,"2,364.82","2,370.35","2,362.60","2,362.72"
03/30/2017,"2,361.31","2,370.42","2,358.58","2,368.06"
03/29/2017,"2,356.54","2,363.36","2,352.94","2,361.13"
03/28/2017,"2,339.79","2,363.78","2,337.63","2,358.57"
03/27/2017,"2,329.11","2,344.90","2,322.25","2,341.59"
03/24/2017,"2,350.42","2,356.22","2,335.74","2,343.98"
03/23/2017,"2,345.97","2,358.92","2,342.13","2,345.96"
03/22/2017,"2,343.00","2,351.81","2,336.45","2,348.45"
03/21/2017,"2,379.32","2,381.93","2,341.90","2,344.02"
03/20/2017,"2,378.24","2,379.55","2,369.66","2,373.47"
03/17/2017,"2,383.71","2,385.71","2,377.64","2,378.25"
03/16/2017,"2,387.71","2,388.10","2,377.18","2,381.38"
03/15/2017,"2,370.34","2,390.01","2,368.94","2,385.26"
03/14/2017,"2,368.55","2,368.55","2,358.18","2,365.45"
03/13/2017,"2,371.56","2,374.42","2,368.52","2,373.47"
03/10/2017,"2,372.52","2,376.86","2,363.04","2,372.60"
03/09/2017,"2,363.49","2,369.08","2,354.54","2,364.87"
03/08/2017,"2,369.81","2,373.09","2,361.01","2,362.98"
03/07/2017,"2,370.74","2,375.12","2,365.51","2,368.39"
03/06/2017,"2,375.23","2,378.80","2,367.98","2,375.31"
03/03/2017,"2,380.92","2,383.89","2,375.39","2,383.12"
03/02/2017,"2,394.75","2,394.75","2,380.17","2,381.92"
03/01/2017,"2,380.13","2,400.98","2,380.13","2,395.96"
02/28/2017,"2,366.08","2,367.79","2,358.96","2,363.64"
02/27/2017,"2,365.23","2,371.54","2,361.87","2,369.75"
02/24/2017,"2,355.73","2,367.34","2,352.87","2,367.34"
02/23/2017,"2,367.50","2,368.26","2,355.09","2,363.81"
02/22/2017,"2,361.11","2,365.13","2,358.34","2,362.82"
02/21/2017,"2,354.91","2,366.71","2,354.91","2,365.38"
02/17/2017,"2,343.01","2,351.16","2,339.58","2,351.16"
02/16/2017,"2,349.64","2,351.31","2,338.87","2,347.22"
02/15/2017,"2,335.58","2,351.30","2,334.81","2,349.25"
02/14/2017,"2,326.12","2,337.58","2,322.17","2,337.58"
02/13/2017,"2,321.72","2,331.58","2,321.42","2,328.25"
02/10/2017,"2,312.27","2,319.23","2,311.10","2,316.10"
02/09/2017,"2,296.70","2,311.08","2,296.61","2,307.87"
02/08/2017,"2,289.55","2,295.91","2,285.38","2,294.67"
02/07/2017,"2,295.87","2,299.40","2,290.16","2,293.08"
02/06/2017,"2,294.28","2,296.18","2,288.57","2,292.56"
02/03/2017,"2,288.54","2,298.31","2,287.88","2,297.42"
02/02/2017,"2,276.69","2,283.97","2,271.65","2,280.85"
02/01/2017,"2,285.59","2,289.14","2,272.44","2,279.55"
01/31/2017,"2,274.02","2,279.09","2,267.21","2,278.87"
01/30/2017,"2,286.01","2,286.01","2,268.04","2,280.90"
01/27/2017,"2,299.02","2,299.02","2,291.62","2,294.69"
01/26/2017,"2,298.63","2,300.99","2,294.08","2,296.68"
01/25/2017,"2,288.88","2,299.55","2,288.88","2,298.37"
01/24/2017,"2,267.88","2,284.63","2,266.68","2,280.07"
01/23/2017,"2,267.78","2,271.78","2,257.02","2,265.20"
01/20/2017,"2,269.96","2,276.96","2,265.01","2,271.31"
01/19/2017,"2,271.90","2,274.33","2,258.41","2,263.69"
01/18/2017,"2,269.14","2,272.01","2,263.35","2,271.89"
01/17/2017,"2,269.14","2,272.08","2,262.81","2,267.89"
01/13/2017,"2,272.74","2,278.68","2,271.51","2,274.64"
01/12/2017,"2,271.14","2,271.78","2,254.25","2,270.44"
01/11/2017,"2,268.60","2,275.32","2,260.83","2,275.32"
01/10/2017,"2,269.72","2,279.27","2,265.27","2,268.90"
01/09/2017,"2,273.59","2,275.49","2,268.90","2,268.90"
01/06/2017,"2,271.14","2,282.10","2,264.06","2,276.98"
01/05/2017,"2,268.18","2,271.50","2,260.45","2,269.00"
01/04/2017,"2,261.60","2,272.82","2,261.60","2,270.75"
01/03/2017,"2,251.57","2,263.88","2,245.13","2,257.83"
12/30/2016,"2,251.61","2,253.58","2,233.62","2,238.83"
12/29/2016,"2,249.50","2,254.51","2,244.56","2,249.26"
12/28/2016,"2,270.23","2,271.31","2,249.11","2,249.92"
12/27/2016,"2,266.23","2,273.82","2,266.15","2,268.88"
12/23/2016,"2,260.25","2,263.79","2,258.84","2,263.79"
12/22/2016,"2,262.93","2,263.18","2,256.08","2,260.96"
12/21/2016,"2,270.54","2,271.23","2,265.15","2,265.18"
12/20/2016,"2,266.50","2,272.56","2,266.14","2,270.76"
12/19/2016,"2,259.24","2,267.47","2,258.21","2,262.53"
12/16/2016,"2,266.81","2,268.05","2,254.24","2,258.07"
12/15/2016,"2,253.77","2,272.12","2,253.77","2,262.03"
12/14/2016,"2,268.35","2,276.20","2,248.44","2,253.28"
12/13/2016,"2,263.32","2,277.53","2,263.32","2,271.72"
12/12/2016,"2,258.83","2,264.03","2,252.37","2,256.96"
12/09/2016,"2,249.73","2,259.80","2,249.23","2,259.53"
