Date,Open,High,Low,Close
04/01/2014,"1,873.96","1,885.84","1,873.96","1,885.52"
03/31/2014,"1,859.16","1,875.18","1,859.16","1,872.34"
03/28/2014,"1,850.07","1,866.63","1,850.07","1,857.62"
03/27/2014,"1,852.11","1,855.55","1,842.11","1,849.04"
03/26/2014,"1,867.09","1,875.92","1,852.56","1,852.56"
03/25/2014,"1,859.48","1,871.87","1,855.96","1,865.62"
03/24/2014,"1,867.67","1,873.34","1,849.69","1,857.44"
03/21/2014,"1,874.53","1,883.97","1,863.46","1,866.52"
03/20/2014,"1,860.09","1,873.49","1,854.63","1,872.01"
03/19/2014,"1,872.25","1,874.14","1,850.35","1,860.77"
03/18/2014,"1,858.92","1,873.76","1,858.92","1,872.25"
03/17/2014,"1,842.81","1,862.30","1,842.81","1,858.83"
03/14/2014,"1,845.07","1,852.44","1,839.57","1,841.13"
03/13/2014,"1,869.06","1,874.40","1,841.86","1,846.34"
03/12/2014,"1,866.15","1,868.38","1,854.38","1,868.20"
03/11/2014,"1,878.26","1,882.35","1,863.88","1,867.63"
03/10/2014,"1,877.86","1,877.87","1,867.04","1,877.17"
03/07/2014,"1,878.52","1,883.57","1,870.56","1,878.04"
03/06/2014,"1,874.18","1,881.94","1,874.18","1,877.03"
03/05/2014,"1,874.05","1,876.53","1,871.11","1,873.81"
03/04/2014,"1,849.23","1,876.23","1,849.23","1,873.91"
03/03/2014,"1,857.68","1,857.68","1,834.44","1,845.73"
02/28/2014,"1,855.12","1,867.92","1,847.67","1,859.45"
02/27/2014,"1,844.90","1,854.53","1,841.13","1,854.29"
02/26/2014,"1,845.79","1,852.65","1,840.66","1,845.16"
02/25/2014,"1,847.66","1,852.91","1,840.19","1,845.12"
02/24/2014,"1,836.78","1,858.71","1,836.78","1,847.61"
02/21/2014,"1,841.07","1,846.13","1,835.60","1,836.25"
02/20/2014,"1,829.24","1,842.79","1,824.58","1,839.78"
02/19/2014,"1,838.90","1,847.50","1,826.99","1,828.75"
02/18/2014,"1,839.03","1,842.87","1,835.01","1,840.76"
02/14/2014,"1,828.46","1,841.65","1,825.59","1,838.63"
02/13/2014,"1,814.82","1,830.25","1,809.22","1,829.83"
02/12/2014,"1,820.12","1,826.55","1,815.97","1,819.26"
02/11/2014,"1,800.45","1,823.54","1,800.41","1,819.75"
02/10/2014,"1,796.20","1,799.94","1,791.83","1,799.84"
02/07/2014,"1,776.01","1,798.03","1,776.01","1,797.02"
02/06/2014,"1,752.99","1,774.06","1,752.99","1,773.43"
02/05/2014,"1,753.38","1,755.79","1,737.92","1,751.64"
02/04/2014,"1,743.82","1,758.73","1,743.82","1,755.20"
02/03/2014,"1,782.68","1,784.83","1,739.66","1,741.89"
01/31/2014,"1,790.88","1,793.88","1,772.26","1,782.59"
01/30/2014,"1,777.17","1,798.77","1,777.17","1,794.19"
01/29/2014,"1,790.15","1,790.15","1,770.45","1,774.20"
01/28/2014,"1,783.00","1,793.87","1,779.49","1,792.50"
01/27/2014,"1,791.03","1,795.98","1,772.88","1,781.56"
01/24/2014,"1,826.96","1,826.96","1,790.29","1,790.29"
01/23/2014,"1,842.29","1,842.29","1,820.06","1,828.46"
01/22/2014,"1,844.71","1,846.87","1,840.88","1,844.86"
01/21/2014,"1,841.05","1,849.31","1,832.38","1,843.80"
01/17/2014,"1,844.23","1,846.04","1,835.23","1,838.70"
01/16/2014,"1,847.99","1,847.99","1,840.30","1,845.89"
01/15/2014,"1,840.52","1,850.84","1,840.52","1,848.38"
01/14/2014,"1,821.36","1,839.26","1,821.36","1,838.88"
01/13/2014,"1,841.26","1,843.45","1,815.52","1,819.20"
01/10/2014,"1,840.06","1,843.15","1,832.43","1,842.37"
01/09/2014,"1,839.00","1,843.23","1,830.38","1,838.13"
01/08/2014,"1,837.90","1,840.02","1,831.40","1,837.49"
01/07/2014,"1,828.71","1,840.10","1,828.71","1,837.88"
01/06/2014,"1,832.31","1,837.16","1,823.73","1,826.77"
01/03/2014,"1,833.21","1,838.24","1,829.13","1,831.37"
01/02/2014,"1,845.86","1,845.86","1,827.74","1,831.98"
12/31/2013,"1,842.61","1,849.44","1,842.41","1,848.36"
12/30/2013,"1,841.47","1,842.47","1,838.77","1,841.07"
12/27/2013,"1,842.97","1,844.89","1,839.81","1,841.40"
12/26/2013,"1,834.96","1,842.84","1,834.96","1,842.02"
12/24/2013,"1,828.02","1,833.32","1,828.02","1,833.32"
12/23/2013,"1,822.92","1,829.75","1,822.92","1,827.99"
12/20/2013,"1,810.39","1,823.75","1,810.25","1,818.32"
12/19/2013,"1,809.00","1,810.88","1,801.35","1,809.60"
12/18/2013,"1,781.46","1,811.08","1,767.99","1,810.65"
12/17/2013,"1,786.47","1,786.77","1,777.05","1,781.00"
12/16/2013,"1,777.48","1,792.22","1,777.48","1,786.54"
12/13/2013,"1,777.98","1,780.92","1,772.45","1,775.32"
12/12/2013,"1,781.71","1,782.99","1,772.28","1,775.50"
12/11/2013,"1,802.76","1,802.97","1,780.09","1,782.22"
12/10/2013,"1,807.60","1,808.52","1,801.75","1,802.62"
12/09/2013,"1,806.21","1,811.52","1,806.21","1,808.37"
12/06/2013,"1,788.36","1,806.04","1,788.36","1,805.09"
12/05/2013,"1,792.82","1,792.82","1,783.38","1,785.03"
12/04/2013,"1,793.15","1,799.80","1,779.09","1,792.81"
12/03/2013,"1,800.10","1,800.10","1,787.85","1,795.15"
12/02/2013,"1,806.55","1,810.02","1,798.60","1,800.90"
11/29/2013,"1,808.69","1,813.55","1,803.98","1,805.81"
11/27/2013,"1,803.48","1,808.27","1,802.77","1,807.23"
11/26/2013,"1,802.87","1,808.42","1,800.77","1,802.75"
11/25/2013,"1,806.33","1,808.10","1,800.58","1,802.48"
11/22/2013,"1,797.21","1,804.84","1,794.70","1,804.76"
11/21/2013,"1,783.52","1,797.16","1,783.52","1,795.85"
11/20/2013,"1,789.59","1,795.73","1,777.23","1,781.37"
11/19/2013,"1,790.79","1,795.51","1,784.72","1,787.87"
11/18/2013,"1,798.82","1,802.33","1,788.00","1,791.53"
11/15/2013,"1,790.66","1,798.22","1,790.66","1,798.18"
11/14/2013,"1,782.75","1,791.53","1,780.22","1,790.62"
11/13/2013,"1,764.37","1,782.00","1,760.64","1,782.00"
11/12/2013,"1,769.51","1,771.78","1,762.29","1,767.69"
11/11/2013,"1,769.96","1,773.44","1,767.85","1,771.89"
